PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,LA,,,,,,,,,
Location:,"LOS ANGELES, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,32,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,15,8,7,84,12.8,3.1,86.098,13.237,77.93,70.861
1,15,9,488,147,14.4,2.1,484.107,25.733,408.86,393.095
1,15,10,8,181,15.6,3.6,185.745,19.395,163.90,154.933
1,15,11,24,285,14.4,5.7,311.835,19.088,275.55,263.738
1,15,12,9,297,14.4,4.6,313.163,19.984,275.64,263.824
1,15,13,5,227,14.4,5.2,233.517,18.054,207.35,197.326
1,15,14,7,158,13.9,4.6,162.366,16.237,145.30,136.764
1,15,15,4,86,13.9,8.2,86.403,14.31,77.93,70.861
1,15,16,10,28,13.9,9.8,30.908,13.482,27.50,21.43
1,15,17,0,0,13.3,7.2,0,13.3,0.00,0
1,15,18,0,0,13.3,6.2,0,13.3,0.00,0
1,15,19,0,0,12.8,8.2,0,12.8,0.00,0
1,15,20,0,0,12.8,5.2,0,12.8,0.00,0
1,15,21,0,0,12.2,5.7,0,12.2,0.00,0
1,15,22,0,0,12.2,2.1,0,12.2,0.00,0
1,15,23,0,0,12.2,2.1,0,12.2,0.00,0
1,16,0,0,0,11.7,2.6,0,11.7,0.00,0
1,16,1,0,0,11.1,0,0,11.1,0.00,0
1,16,2,0,0,10,0,0,10,0.00,0
1,16,3,0,0,9.4,0,0,9.4,0.00,0
1,16,4,0,0,10,0,0,10,0.00,0
1,16,5,0,0,8.9,2.1,0,8.9,0.00,0
1,16,6,0,0,9.4,3.1,0,9.4,0.00,0
1,16,7,80,32,10.6,3.1,62.302,10.329,52.96,46.392
1,16,8,457,78,12.2,4.1,307.49,17.515,260.55,249.14
1,16,9,574,125,13.3,3.6,513.553,24.105,436.39,419.733
1,16,10,288,182,15,2.1,424.564,26.136,361.62,347.323
1,16,11,452,192,13.9,3.6,600.443,26.899,510.42,491.232
1,16,12,244,295,14.4,4.6,528.638,24.909,454.11,436.865
1,16,13,264,231,13.9,5.7,466.017,21.863,405.35,389.689
1,16,14,65,212,13.3,6.7,270.854,17.172,240.75,229.864
1,16,15,49,99,12.8,6.7,126.492,14.056,113.06,105.242
1,16,16,2,18,12.2,5.2,17.602,11.38,16.00,10.145
1,16,17,0,1,12.2,4.1,0.97,10.681,0.89,0
1,16,18,0,0,12.2,2.6,0,12.2,0.00,0
1,16,19,0,0,12.2,3.6,0,12.2,0.00,0
1,16,20,0,0,12.8,2.1,0,12.8,0.00,0
1,16,21,0,0,12.8,4.1,0,12.8,0.00,0
1,16,22,0,0,12.2,2.6,0,12.2,0.00,0
1,16,23,0,0,12.2,4.6,0,12.2,0.00,0
1,17,0,0,0,11.7,3.6,0,11.7,0.00,0
1,17,1,0,0,11.1,3.6,0,11.1,0.00,0
1,17,2,0,0,10.6,4.1,0,10.6,0.00,0
1,17,3,0,0,10,7.7,0,10,0.00,0
1,17,4,0,0,9.4,9.3,0,9.4,0.00,0
1,17,5,0,0,9.4,8.2,0,9.4,0.00,0
1,17,6,0,0,10,6.7,0,10,0.00,0
1,17,7,3,23,13.3,10.3,22.583,12.73,20.38,14.442
1,17,8,3,64,13.3,9.3,62.806,13.245,56.91,50.265
1,17,9,2,86,12.2,9.3,83.49,12.444,76.01,68.982
1,17,10,1,112,11.1,10.3,108.476,11.648,99.14,91.622
1,17,11,87,213,14.4,10.8,293.289,17.229,261.17,249.747
1,17,12,81,129,12.8,11.3,204.745,14.585,184.46,174.994
1,17,13,6,218,13.3,13.4,223.961,15.045,201.59,191.704
1,17,14,7,97,12.2,11.8,97.776,12.658,88.88,81.584
1,17,15,35,83,12.2,11.8,101.337,12.632,91.28,83.928
1,17,16,1,16,11.7,7.2,15.429,10.945,14.09,8.271
1,17,17,0,0,10.6,6.7,0,10.6,0.00,0
1,17,18,0,0,10.6,6.2,0,10.6,0.00,0
1,17,19,0,0,10.6,5.2,0,10.6,0.00,0
1,17,20,0,0,11.1,5.7,0,11.1,0.00,0
1,17,21,0,0,11.1,8.2,0,11.1,0.00,0
1,17,22,0,0,11.1,7.7,0,11.1,0.00,0
1,17,23,0,0,10.6,5.2,0,10.6,0.00,0
1,18,0,0,0,10.6,7.7,0,10.6,0.00,0
1,18,1,0,0,10,4.1,0,10,0.00,0
1,18,2,0,0,10,4.6,0,10,0.00,0
1,18,3,0,0,10,5.2,0,10,0.00,0
1,18,4,0,0,10.6,6.2,0,10.6,0.00,0
1,18,5,0,0,10,5.2,0,10,0.00,0
1,18,6,0,0,10,7.7,0,10,0.00,0
1,18,7,385,22,11.1,10.3,132.945,11.902,100.70,93.148
1,18,8,731,40,11.7,7.7,388.108,16.662,325.73,312.499
1,18,9,855,54,12.8,6.2,607.393,22.6,517.67,498.231
1,18,10,908,64,12.8,3.1,763.727,30.697,634.52,610.684
1,18,11,933,69,13.3,5.2,849.589,29.393,712.90,685.85
1,18,12,934,69,14.4,7.2,854.302,27.709,722.77,695.305
1,18,13,848,74,15,7.7,740.932,26.033,630.06,606.395
1,18,14,642,101,15,9.3,547.214,22.02,470.10,452.312
1,18,15,647,49,14.4,7.7,379.63,19.654,318.05,305.04
1,18,16,443,25,13.3,6.7,162.107,15.275,123.44,115.397
1,18,17,14,2,12.2,6.2,4.226,11.264,3.06,0
1,18,18,0,0,12.2,5.2,0,12.2,0.00,0
1,18,19,0,0,12.2,5.2,0,12.2,0.00,0
1,18,20,0,0,12.2,6.7,0,12.2,0.00,0
1,18,21,0,0,11.7,3.1,0,11.7,0.00,0
1,18,22,0,0,12.2,10.3,0,12.2,0.00,0
1,18,23,0,0,12.2,6.7,0,12.2,0.00,0
1,19,0,0,0,11.7,3.6,0,11.7,0.00,0
1,19,1,0,0,11.7,8.2,0,11.7,0.00,0
1,19,2,0,0,11.1,3.6,0,11.1,0.00,0
1,19,3,0,0,10.6,4.1,0,10.6,0.00,0
1,19,4,0,0,11.1,8.8,0,11.1,0.00,0
1,19,5,0,0,11.1,6.2,0,11.1,0.00,0
1,19,6,0,0,10.6,3.1,0,10.6,0.00,0
1,19,7,244,29,11.1,3.1,106.195,11.923,83.83,76.635
1,19,8,613,56,11.7,3.6,357.429,18.523,299.22,286.746
1,19,9,766,76,13.9,2.1,582.082,28.642,482.87,464.642
1,19,10,839,89,15,3.1,747.794,32.411,616.45,593.321
1,19,11,872,96,16.7,0,839.173,49.425,636.64,612.712
1,19,12,865,97,16.7,5.7,838.559,31.845,695.68,669.355
1,19,13,841,90,15.6,4.1,761.748,32.25,628.96,605.341
1,19,14,772,78,15,4.1,604.65,28.189,504.04,485.083
1,19,15,635,59,15,4.6,388.584,22.665,321.92,308.799
1,19,16,305,33,13.9,5.2,134.768,15.771,105.66,98.002
1,19,17,4,2,12.8,2.6,2.594,11.402,2.14,0
1,19,18,0,0,12.2,1.5,0,12.2,0.00,0
1,19,19,0,0,11.7,2.6,0,11.7,0.00,0
1,19,20,0,0,11.7,1.5,0,11.7,0.00,0
1,19,21,0,0,11.1,0,0,11.1,0.00,0
1,19,22,0,0,10,0,0,10,0.00,0
1,19,23,0,0,10,3.1,0,10,0.00,0
1,20,0,0,0,8.3,0,0,8.3,0.00,0
1,20,1,0,0,7.2,2.6,0,7.2,0.00,0
1,20,2,0,0,6.7,1.5,0,6.7,0.00,0
1,20,3,0,0,5.6,2.6,0,5.6,0.00,0
1,20,4,0,0,5.6,0,0,5.6,0.00,0
1,20,5,0,0,6.7,2.1,0,6.7,0.00,0
1,20,6,0,0,5.6,2.1,0,5.6,0.00,0
1,20,7,77,36,10,3.6,62.314,9.751,53.25,46.677
1,20,8,382,88,9.4,4.1,284.898,14.196,246.34,235.312
1,20,9,556,131,12.2,3.6,510.679,22.9,436.73,420.06
1,20,10,511,227,15,2.6,654.205,30.966,544.27,523.862
1,20,11,556,232,15.6,4.6,733.115,30.356,613.09,590.09
1,20,12,606,219,16.1,5.2,762.99,30.517,637.59,613.626
1,20,13,630,169,15,6.2,692.451,26.755,587.72,565.695
1,20,14,445,164,14.4,4.6,487.818,24.244,416.30,400.29
1,20,15,329,112,13.9,3.6,290.639,20.084,247.46,236.402
1,20,16,86,40,13.3,3.1,74.228,14.135,62.78,56.019
1,20,17,0,0,11.7,2.6,0,11.7,0.00,0
1,20,18,0,0,12.8,2.1,0,12.8,0.00,0
1,20,19,0,0,12.2,2.6,0,12.2,0.00,0
1,20,20,0,0,11.1,1.5,0,11.1,0.00,0
1,20,21,0,0,10.6,2.6,0,10.6,0.00,0
1,20,22,0,0,9.4,2.1,0,9.4,0.00,0
1,20,23,0,0,9.4,2.6,0,9.4,0.00,0
1,21,0,0,0,7.2,2.1,0,7.2,0.00,0
1,21,1,0,0,8.3,2.1,0,8.3,0.00,0
1,21,2,0,0,7.2,2.1,0,7.2,0.00,0
1,21,3,0,0,5.6,2.6,0,5.6,0.00,0
1,21,4,0,0,5.6,3.1,0,5.6,0.00,0
1,21,5,0,0,6.1,4.1,0,6.1,0.00,0
1,21,6,0,0,6.1,3.1,0,6.1,0.00,0
1,21,7,167,32,7.8,3.6,88.45,8.131,72.96,65.987
1,21,8,503,65,10.6,4.1,317.746,16.18,270.13,258.459
1,21,9,681,93,11.7,4.1,551.664,22.859,470.95,453.13
1,21,10,759,110,13.3,3.1,716.821,29.973,598.26,575.837
1,21,11,799,119,15,3.1,808.277,34.108,663.26,638.273
1,21,12,794,119,15.6,5.2,808.362,30.989,673.62,648.206
1,21,13,759,116,14.4,4.1,735.511,30.465,612.96,589.966
1,21,14,426,161,13.9,4.6,473.078,23.518,405.22,389.567
1,21,15,200,116,13.3,5.2,232.564,17.176,202.33,192.423
1,21,16,27,51,12.8,3.6,63.636,13.172,56.42,49.782
1,21,17,0,1,11.1,4.6,0.97,9.754,0.89,0
1,21,18,0,0,12.2,2.6,0,12.2,0.00,0
1,21,19,0,0,12.2,0,0,12.2,0.00,0
1,21,20,0,0,12.2,3.6,0,12.2,0.00,0
1,21,21,0,0,11.7,2.1,0,11.7,0.00,0
1,21,22,0,0,11.1,2.1,0,11.1,0.00,0
1,21,23,0,0,11.1,1.5,0,11.1,0.00,0
1,22,0,0,0,8.3,2.6,0,8.3,0.00,0
1,22,1,0,0,12.2,4.1,0,12.2,0.00,0
1,22,2,0,0,9.4,2.6,0,9.4,0.00,0
1,22,3,0,0,7.8,0,0,7.8,0.00,0
1,22,4,0,0,8.9,3.1,0,8.9,0.00,0
1,22,5,0,0,10.6,0,0,10.6,0.00,0
1,22,6,0,0,7.2,2.6,0,7.2,0.00,0
1,22,7,125,31,8.9,2.1,71.277,8.786,59.14,52.451
1,22,8,492,66,11.1,3.6,314.075,16.851,266.39,254.822
1,22,9,548,149,13.9,3.1,526.817,25.575,445.32,428.365
1,22,10,633,162,16.1,4.1,679.761,30.394,566.66,545.428
1,22,11,818,116,17.8,5.2,822.183,33.263,677.51,651.933
1,22,12,825,117,17.2,5.2,833.677,33.095,687.68,661.682
1,22,13,797,110,17.8,4.6,756.311,33.348,621.53,598.203
1,22,14,713,94,17.2,4.6,592.299,29.297,491.94,473.403
1,22,15,569,71,16.7,4.6,374.477,24.07,309.73,296.96
1,22,16,253,39,15,5.2,126.616,16.705,100.72,93.169
1,22,17,3,2,13.9,4.1,2.432,12.671,2.04,0
1,22,18,0,0,13.3,4.1,0,13.3,0.00,0
1,22,19,0,0,15,4.1,0,15,0.00,0
1,22,20,0,0,13.9,2.1,0,13.9,0.00,0
1,22,21,0,0,12.8,2.1,0,12.8,0.00,0
1,22,22,0,0,11.7,2.1,0,11.7,0.00,0
1,22,23,0,0,11.1,2.1,0,11.1,0.00,0
1,23,0,0,0,10,2.1,0,10,0.00,0
1,23,1,0,0,9.4,1.5,0,9.4,0.00,0
1,23,2,0,0,8.9,2.6,0,8.9,0.00,0
1,23,3,0,0,6.7,1.5,0,6.7,0.00,0
1,23,4,0,0,7.2,2.1,0,7.2,0.00,0
1,23,5,0,0,7.2,1.5,0,7.2,0.00,0
1,23,6,0,0,7.8,2.6,0,7.8,0.00,0
1,23,7,60,38,10.6,2.1,60.121,10.209,52.04,45.49
1,23,8,361,91,11.7,2.6,279.034,17.156,238.55,227.721
1,23,9,540,131,15,2.6,502.106,26.632,422.16,405.962
1,23,10,635,158,17.8,1.5,678.11,37.008,547.28,526.764
1,23,11,674,172,20,2.1,771.103,40.296,613.83,590.804
1,23,12,675,172,18.3,3.1,776.051,36.708,629.11,605.481
1,23,13,631,161,17.2,4.1,689.57,32.176,570.40,549.029
1,23,14,488,147,17.2,4.1,500.514,28,419.53,403.417
1,23,15,298,101,16.1,4.6,271.757,21.197,230.68,220.061
1,23,16,83,47,14.4,4.1,77.807,15.146,65.93,59.107
1,23,17,0,0,13.3,3.6,0,13.3,0.00,0
1,23,18,0,0,12.8,2.1,0,12.8,0.00,0
1,23,19,0,0,12.8,2.1,0,12.8,0.00,0
1,23,20,0,0,12.2,2.6,0,12.2,0.00,0
1,23,21,0,0,12.2,1.5,0,12.2,0.00,0
1,23,22,0,0,11.7,2.1,0,11.7,0.00,0
1,23,23,0,0,11.7,2.6,0,11.7,0.00,0
1,24,0,0,0,10.6,2.6,0,10.6,0.00,0
1,24,1,0,0,10,2.6,0,10,0.00,0
1,24,2,0,0,10,3.1,0,10,0.00,0
1,24,3,0,0,8.9,3.1,0,8.9,0.00,0
1,24,4,0,0,8.3,1.5,0,8.3,0.00,0
1,24,5,0,0,7.8,2.1,0,7.8,0.00,0
1,24,6,0,0,8.3,1.5,0,8.3,0.00,0
1,24,7,384,24,12.2,2.6,133.142,13.755,100.00,92.463
1,24,8,709,43,13.9,2.1,386.96,22.834,316.59,303.626
1,24,9,833,58,18.9,2.6,603.749,33.24,489.71,471.251
1,24,10,898,68,23.3,2.6,769.14,42.029,604.46,581.8
1,24,11,905,74,17.2,7.2,842.921,30.275,704.67,677.971
1,24,12,918,74,21.1,2.6,859.208,42.596,675.79,650.286
1,24,13,904,69,23.3,3.6,790.776,41.204,624.75,601.299
1,24,14,848,60,22.2,4.1,639.336,36.076,513.24,493.957
1,24,15,738,46,19.4,5.7,427.964,26.886,347.60,333.725
1,24,16,460,28,17.2,4.1,176.4,20.474,132.98,124.721
1,24,17,29,4,15.6,4.1,8.65,14.641,6.14,0.466
1,24,18,0,0,17.2,3.1,0,17.2,0.00,0
1,24,19,0,0,18.3,0,0,18.3,0.00,0
1,24,20,0,0,19.4,3.6,0,19.4,0.00,0
1,24,21,0,0,18.3,0,0,18.3,0.00,0
1,24,22,0,0,14.4,3.1,0,14.4,0.00,0
1,24,23,0,0,14.4,2.1,0,14.4,0.00,0
1,25,0,0,0,13.3,1.5,0,13.3,0.00,0
1,25,1,0,0,13.9,2.6,0,13.9,0.00,0
1,25,2,0,0,12.8,0,0,12.8,0.00,0
1,25,3,0,0,11.1,2.6,0,11.1,0.00,0
1,25,4,0,0,12.2,1.5,0,12.2,0.00,0
1,25,5,0,0,11.7,3.1,0,11.7,0.00,0
1,25,6,0,0,14.4,3.6,0,14.4,0.00,0
1,25,7,57,35,15,3.1,54.885,14.622,46.47,40.028
1,25,8,264,113,17.8,3.6,253.142,22.159,213.32,203.146
1,25,9,498,142,20.6,3.1,488.889,31.191,402.58,387.01
1,25,10,429,202,22.8,4.1,568.111,34.593,464.57,446.967
1,25,11,569,205,23.9,3.6,719.163,39.655,574.55,553.027
1,25,12,642,198,25.6,4.1,776.23,42.129,612.44,589.464
1,25,13,622,176,26.1,3.6,698.414,41.806,550.83,530.188
1,25,14,363,182,26.7,4.1,449.732,36.407,362.69,348.356
1,25,15,596,68,25.6,5.2,388.698,32.586,309.01,296.258
1,25,16,367,36,23.9,4.1,160.339,26.83,119.80,111.832
1,25,17,13,5,21.7,4.1,6.989,20.791,5.41,0
1,25,18,0,0,20,3.6,0,20,0.00,0
1,25,19,0,0,18.9,4.1,0,18.9,0.00,0
1,25,20,0,0,18.3,4.1,0,18.3,0.00,0
1,25,21,0,0,17.8,4.1,0,17.8,0.00,0
1,25,22,0,0,17.8,4.6,0,17.8,0.00,0
1,25,23,0,0,16.1,4.1,0,16.1,0.00,0
1,26,0,0,0,17.2,4.1,0,17.2,0.00,0
1,26,1,0,0,16.1,3.6,0,16.1,0.00,0
1,26,2,0,0,16.1,4.1,0,16.1,0.00,0
1,26,3,0,0,16.1,3.6,0,16.1,0.00,0
1,26,4,0,0,13.3,4.1,0,13.3,0.00,0
1,26,5,0,0,16.7,4.6,0,16.7,0.00,0
1,26,6,0,1,15.6,4.1,0.97,14.113,0.88,0
1,26,7,57,41,16.7,5.2,62.687,16.609,53.03,46.463
1,26,8,157,135,17.8,5.2,224.017,20.921,192.01,182.362
1,26,9,384,157,21.7,6.2,433.225,28.391,362.27,347.955
1,26,10,482,201,23.9,4.6,608.238,35.799,494.36,475.736
1,26,11,536,197,24.4,4.1,683.787,38.825,548.62,528.059
1,26,12,688,215,27.8,3.1,835.342,47.09,642.41,618.256
1,26,13,357,228,27.8,4.6,539.868,39.073,432.24,415.712
1,26,14,236,186,26.7,3.6,369.991,34.798,301.38,288.848
1,26,15,130,96,22.2,5.2,169.042,24.819,142.51,134.036
1,26,16,66,40,18.9,4.1,63.807,19.196,53.24,46.666
1,26,17,1,1,20.6,2.6,1.135,19.137,0.95,0
1,26,18,0,0,21.1,4.6,0,21.1,0.00,0
1,26,19,0,0,20.6,4.1,0,20.6,0.00,0
1,26,20,0,0,19.4,3.1,0,19.4,0.00,0
1,26,21,0,0,18.9,3.6,0,18.9,0.00,0
1,26,22,0,0,18.9,4.1,0,18.9,0.00,0
1,26,23,0,0,17.2,2.1,0,17.2,0.00,0
1,27,0,0,0,18.3,3.1,0,18.3,0.00,0
1,27,1,0,0,17.2,2.1,0,17.2,0.00,0
1,27,2,0,0,16.7,3.1,0,16.7,0.00,0
1,27,3,0,0,16.1,2.6,0,16.1,0.00,0
1,27,4,0,0,14.4,3.1,0,14.4,0.00,0
1,27,5,0,0,14.4,3.1,0,14.4,0.00,0
1,27,6,0,0,15.6,3.6,0,15.6,0.00,0
1,27,7,6,30,17.2,3.1,30.593,16.278,27.07,21.007
1,27,8,2,90,17.2,3.1,89.309,17.778,79.36,72.257
1,27,9,154,188,20,3.6,304.732,25.621,259.55,248.166
1,27,10,139,237,20.6,3.1,366.328,28.472,309.26,296.502
1,27,11,581,173,23.9,0,700.018,49.781,530.67,510.764
1,27,12,593,196,25.6,1.5,735.561,46.725,566.82,545.582
1,27,13,689,165,23.3,4.1,745.835,39.269,595.88,573.542
1,27,14,480,162,21.7,6.7,516.455,30.044,429.21,412.781
1,27,15,457,91,17.8,4.1,343.426,24.882,285.12,273.041
1,27,16,88,58,17.2,4.6,92.667,18.348,78.01,70.942
1,27,17,3,6,15,4.1,6.314,13.802,5.54,0
1,27,18,0,0,15.6,3.1,0,15.6,0.00,0
1,27,19,0,0,16.7,2.1,0,16.7,0.00,0
1,27,20,0,0,16.7,1.5,0,16.7,0.00,0
1,27,21,0,0,16.1,2.6,0,16.1,0.00,0
1,27,22,0,0,15,3.1,0,15,0.00,0
1,27,23,0,0,15,2.1,0,15,0.00,0
1,28,0,0,0,13.9,2.1,0,13.9,0.00,0
1,28,1,0,0,14.4,0,0,14.4,0.00,0
1,28,2,0,0,13.3,0,0,13.3,0.00,0
1,28,3,0,0,13.9,0,0,13.9,0.00,0
1,28,4,0,0,12.8,2.1,0,12.8,0.00,0
1,28,5,0,0,12.2,2.1,0,12.2,0.00,0
1,28,6,0,1,13.3,2.1,0.97,11.341,0.89,0
1,28,7,25,43,14.4,2.1,53.3,13.889,46.90,40.454
1,28,8,174,126,15.6,3.1,220.756,19.374,190.07,180.472
1,28,9,429,171,19.4,3.6,478.345,29.189,398.51,383.073
1,28,10,644,152,21.7,3.1,684.224,37.277,551.68,531.009
1,28,11,638,182,23.3,1.5,758.641,45.064,589.57,567.472
1,28,12,216,273,19.4,5.7,482.22,28.033,408.34,392.591
1,28,13,605,180,18.9,5.7,693.957,30.967,577.81,556.162
1,28,14,567,156,18.3,3.6,569.655,31.148,470.65,452.841
1,28,15,84,160,17.8,3.1,215.03,22.767,184.96,175.485
1,28,16,21,43,16.7,2.1,50.049,16.887,43.69,37.303
1,28,17,0,3,17.2,0,2.91,14.095,2.63,0
1,28,18,0,0,17.8,0,0,17.8,0.00,0
1,28,19,0,0,17.8,2.1,0,17.8,0.00,0
1,28,20,0,0,17.2,2.6,0,17.2,0.00,0
1,28,21,0,0,16.1,3.1,0,16.1,0.00,0
1,28,22,0,0,15,3.6,0,15,0.00,0
1,28,23,0,0,13.9,2.1,0,13.9,0.00,0
1,29,0,0,0,13.9,3.1,0,13.9,0.00,0
1,29,1,0,0,13.3,1.5,0,13.3,0.00,0
1,29,2,0,0,11.1,0,0,11.1,0.00,0
1,29,3,0,0,11.1,2.1,0,11.1,0.00,0
1,29,4,0,0,11.1,2.6,0,11.1,0.00,0
1,29,5,0,0,11.1,2.6,0,11.1,0.00,0
1,29,6,1,1,10.6,2.1,1.111,8.572,0.97,0
1,29,7,101,43,11.1,2.6,79.455,11.256,67.31,60.456
1,29,8,307,126,13.9,1.5,288.761,20.645,245.04,234.047
1,29,9,466,177,16.1,3.1,509.237,27.279,428.08,411.692
1,29,10,493,210,17.2,4.6,629.005,29.599,527.07,507.289
1,29,11,598,209,15.6,4.1,752.595,31.643,625.71,602.221
1,29,12,428,211,16.1,4.1,615.139,29.476,517.02,497.6
1,29,13,288,218,14.4,7.2,475.858,21.492,414.89,398.928
1,29,14,367,143,13.3,5.7,420.887,20.365,366.43,351.988
1,29,15,262,130,13.3,4.6,282.715,18.448,244.62,233.636
1,29,16,78,69,12.8,3.6,103.268,14.209,89.59,82.276
1,29,17,6,9,11.7,3.1,9.718,10.436,8.58,2.859
1,29,18,0,0,12.2,3.1,0,12.2,0.00,0
1,29,19,0,0,12.2,3.6,0,12.2,0.00,0
1,29,20,0,0,11.7,5.2,0,11.7,0.00,0
1,29,21,0,0,12.2,4.1,0,12.2,0.00,0
1,29,22,0,0,12.2,2.1,0,12.2,0.00,0
1,29,23,0,0,10.6,2.1,0,10.6,0.00,0
1,30,0,0,0,10,2.6,0,10,0.00,0
1,30,1,0,0,10.6,2.1,0,10.6,0.00,0
1,30,2,0,0,10,3.6,0,10,0.00,0
1,30,3,0,0,10,3.1,0,10,0.00,0
1,30,4,0,0,9.4,1.5,0,9.4,0.00,0
1,30,5,0,0,9.4,2.1,0,9.4,0.00,0
1,30,6,3,0,10,1.5,0.421,7.724,0.22,0
1,30,7,34,53,10.6,2.6,68.706,10.467,61.29,54.557
1,30,8,72,112,11.7,3.1,150.545,13.783,134.28,125.991
1,30,9,770,94,13.3,3.1,618.298,26.713,518.97,499.484
1,30,10,285,190,13.9,3.6,435.869,23.658,375.94,361.202
1,30,11,718,146,15.6,4.1,789.689,32.042,655.13,630.464
1,30,12,491,225,15,5.2,685.222,28.024,579.94,558.213
1,30,13,789,98,15,6.2,752.433,27.69,636.06,612.165
1,30,14,129,217,14.4,5.7,325.589,20.132,285.23,273.149
1,30,15,224,142,13.9,5.7,277.462,18.154,241.22,230.319
1,30,16,59,67,13.3,4.1,90.784,14.329,79.19,72.092
1,30,17,20,5,11.7,4.1,8.148,10.489,6.32,0.64
1,30,18,0,0,12.2,2.6,0,12.2,0.00,0
1,30,19,0,0,12.2,2.6,0,12.2,0.00,0
1,30,20,0,0,12.2,1.5,0,12.2,0.00,0
1,30,21,0,0,12.2,0,0,12.2,0.00,0
1,30,22,0,0,12.2,2.1,0,12.2,0.00,0
1,30,23,0,0,11.1,0,0,11.1,0.00,0
1,31,0,0,0,10,0,0,10,0.00,0
1,31,1,0,0,10,2.1,0,10,0.00,0
1,31,2,0,0,9.4,0,0,9.4,0.00,0
1,31,3,0,0,8.9,2.1,0,8.9,0.00,0
1,31,4,0,0,8.3,2.1,0,8.3,0.00,0
1,31,5,0,0,8.9,2.1,0,8.9,0.00,0
1,31,6,0,0,9.4,2.6,0,9.4,0.00,0
1,31,7,35,41,10.6,2.1,52.405,9.986,46.36,39.924
1,31,8,7,129,11.7,3.1,134.161,13.341,121.51,113.503
1,31,9,381,132,13.3,3.1,405.796,21.681,350.18,336.225
1,31,10,254,291,15,2.6,518.247,27.378,439.62,422.851
1,31,11,221,276,15,4.6,489.151,24.56,421.07,404.905
1,31,12,441,236,13.9,4.6,655.79,26.79,558.38,537.459
1,31,13,509,206,15,4.1,650.708,28.954,547.43,526.912
1,31,14,698,115,13.9,4.6,621.875,26.392,525.21,505.499
1,31,15,256,145,13.9,4.1,297.739,20.189,256.16,244.866
1,31,16,4,34,12.8,5.2,33.496,12.565,30.30,24.174
1,31,17,2,10,12.2,4.6,10.028,11,9.08,3.345
1,31,18,0,0,12.2,3.9,0,12.2,0.00,0
1,31,19,0,0,11.9,3.2,0,11.9,0.00,0
1,31,20,0,0,11.9,2.8,0,11.9,0.00,0
1,31,21,0,0,12,2.7,0,12,0.00,0
1,31,22,0,0,12.1,1.7,0,12.1,0.00,0
1,31,23,0,0,12.2,2.3,0,12.2,0.00,0
2,1,0,0,0,12.3,2.4,0,12.3,0.00,0
2,1,1,0,0,12.4,2.3,0,12.4,0.00,0
2,1,2,0,0,12.5,2.7,0,12.5,0.00,0
2,1,3,0,0,12.6,2.8,0,12.6,0.00,0
2,1,4,0,0,12.6,2.9,0,12.6,0.00,0
2,1,5,0,0,12.2,3.4,0,12.2,0.00,0
2,1,6,0,2,12.2,3.6,1.94,10.593,1.78,0
2,1,7,1,32,12.2,4.6,31.074,11.377,28.38,22.291
2,1,8,2,121,12.8,5.2,122.53,13.857,110.84,103.071
2,1,9,4,248,12.8,4.1,258.512,17.176,230.45,219.835
2,1,10,2,212,13.3,4.1,212.29,16.955,189.46,179.878
2,1,11,7,312,13.9,4.1,323.532,19.896,284.90,272.825
2,1,12,5,326,13.9,3.6,337.142,20.761,295.71,283.334
2,1,13,0,258,14.4,3.1,259.808,19.829,228.87,218.291
2,1,14,65,259,14.4,3.1,322.835,21.131,282.12,270.12
2,1,15,136,164,15,3.6,251.733,19.922,218.67,208.357
2,1,16,422,38,13.9,3.6,185.007,17.127,145.45,136.907
2,1,17,4,6,13.3,3.1,6.479,12.203,5.68,0.007
2,1,18,0,0,13.3,3.1,0,13.3,0.00,0
2,1,19,0,0,13.3,2.1,0,13.3,0.00,0
2,1,20,0,0,13.3,2.6,0,13.3,0.00,0
2,1,21,0,0,13.3,3.6,0,13.3,0.00,0
2,1,22,0,0,13.3,4.6,0,13.3,0.00,0
2,1,23,0,0,13.3,2.6,0,13.3,0.00,0
2,2,0,0,0,13.3,2.1,0,13.3,0.00,0
2,2,1,0,0,12.8,1.5,0,12.8,0.00,0
2,2,2,0,0,12.8,2.1,0,12.8,0.00,0
2,2,3,0,0,12.8,2.6,0,12.8,0.00,0
2,2,4,0,0,12.8,1.5,0,12.8,0.00,0
2,2,5,0,0,12.8,1.5,0,12.8,0.00,0
2,2,6,0,0,12.8,2.1,0,12.8,0.00,0
